nativity,family,genus,species,species_author,infraspecific_rank,infraspecific_epithet,infraspecific_author,name_minus_authors,name_plus_authors,synonyms,common,TJM1/TJM2,major_clade,endemicity,
NATIVE,Linaceae,Hesperolinon,drymarioides,(Curran) Small,,,,Hesperolinon drymarioides,Hesperolinon drymarioides (Curran) Small,Linum drymarioides Curran,DRYMARIA-LIKE WESTERN FLAX,TJM1,EUDICOTS,1,
NATIVE,Linaceae,Hesperolinon,micranthum,(A. Gray) Small,,,,Hesperolinon micranthum,Hesperolinon micranthum (A. Gray) Small,Linum micranthum A. Gray,NULL,TJM1,EUDICOTS,,
NATIVE,Linaceae,Hesperolinon,spergulinum,(A. Gray) Small,,,,Hesperolinon spergulinum,Hesperolinon spergulinum (A. Gray) Small,Linum spergulinum A. Gray,NULL,TJM1,EUDICOTS,1,
NATIVE,Linaceae,Hesperolinon,tehamense,H. Sharsm.,,,,Hesperolinon tehamense,Hesperolinon tehamense H. Sharsm.,,TEHAMA COUNTY WESTERN FLAX,TJM1,EUDICOTS,1,
NATURALIZED,Linaceae,Linum,bienne,Mill.,,,,Linum bienne,Linum bienne Mill.,Linum angustifolium Huds.,NULL,TJM1,EUDICOTS,,
NATURALIZED,Linaceae,Linum,grandiflorum,Desf.,,,,Linum grandiflorum,Linum grandiflorum Desf.,,NULL,TJM1,EUDICOTS,,
NATIVE,Linaceae,Linum,lewisii,Pursh,var.,,,Linum lewisii var. lewisii,Linum lewisii Pursh var. lewisii,Linum lewisii var. alpicola Jeps.; Linum perenne L. subsp. lewisii (Pursh) Hultén,NULL,TJM1,EUDICOTS,,
NATIVE,Linaceae,Linum,puberulum,(Engelm.) A. Heller,,,,Linum puberulum,Linum puberulum (Engelm.) A. Heller,,PLAINS FLAX,TJM1,EUDICOTS,,
NATURALIZED,Linaceae,Linum,trigynum,L.,,,,Linum trigynum,Linum trigynum L.,"Linum gallicum L., nom. illeg.",NULL,TJM2,EUDICOTS,,
NATURALIZED,Linaceae,Linum,usitatissimum,L.,,,,Linum usitatissimum,Linum usitatissimum L.,,NULL,TJM1,EUDICOTS,,
NATIVE,Linaceae,Sclerolinon,digynum,(A. Gray) C.M. Rogers,,,,Sclerolinon digynum,Sclerolinon digynum (A. Gray) C.M. Rogers,,NULL,TJM1,EUDICOTS,,
NATIVE,Linderniaceae,Lindernia,dubia,(L.) Pennell,,,,Lindernia dubia,Lindernia dubia (L.) Pennell,Lindernia dubia var. anagallidea (Michx.) Cooperr.; Lindernia dubia var. dubia,NULL,TJM1,EUDICOTS,,
NATIVE,Linnaeaceae,Linnaea,borealis,,var.,Torr.,Torr.,Linnaea borealis var. longiflora,Linnaea borealis L. var. longiflora Torr.,Linnaea borealis L. subsp. americana (Forbes) Hultén ex R.T. Clausen,NULL,TJM1,EUDICOTS,,
NATIVE,Loasaceae,Eucnide,rupestris,(Baill.) H.J. Thomps. & W.R. Ernst,,,,Eucnide rupestris,Eucnide rupestris (Baill.) H.J. Thomps. & W.R. Ernst,Sympetaleia rupestris (Baill.) A. Gray ex S. Watson,ANNUAL ROCK-NETTLE,TJM1,EUDICOTS,,
NATIVE,Loasaceae,Eucnide,urens,(A. Gray) Parry,,,,Eucnide urens,Eucnide urens (A. Gray) Parry,,NULL,TJM1,EUDICOTS,,
NATIVE,Loasaceae,Mentzelia,affinis,Greene,,,,Mentzelia affinis,Mentzelia affinis Greene,,NULL,TJM1,EUDICOTS,,
NATIVE,Loasaceae,Mentzelia,albicaulis,(Douglas ex Hook.) Douglas ex Torr. & A. Gray,,,,Mentzelia albicaulis,Mentzelia albicaulis (Douglas ex Hook.) Douglas ex Torr. & A. Gray,,NULL,TJM1,EUDICOTS,,
NATIVE,Loasaceae,Mentzelia,congesta,Torr. & A. Gray,,,,Mentzelia congesta,Mentzelia congesta Torr. & A. Gray,Mentzelia congesta var. davidsoniana (Abrams) J.F. Macbr.,NULL,TJM1,EUDICOTS,,
NATIVE,Loasaceae,Mentzelia,crocea,Kellogg,,,,Mentzelia crocea,Mentzelia crocea Kellogg,Mentzelia lindleyi Torr. & A. Gray subsp. crocea (Kellogg) C.B. Wolf,NULL,TJM1,EUDICOTS,1,
NATIVE,Loasaceae,Mentzelia,desertorum,(Davidson) H.J. Thomps. & J.E. Roberts,,,,Mentzelia desertorum,Mentzelia desertorum (Davidson) H.J. Thomps. & J.E. Roberts,,NULL,TJM1,EUDICOTS,,
NATIVE,Loasaceae,Mentzelia,dispersa,S. Watson,,,,Mentzelia dispersa,Mentzelia dispersa S. Watson,Mentzelia pinetorum A. Heller; Mentzelia dispersa var. compacta (A. Nelson) J.F. Macbr.; Mentzelia dispersa var. dispersa; Mentzelia dispersa var. latifolia (Rydb.) J.F. Macbr.; Mentzelia dispersa var. obtusa Jeps.,NULL,TJM1,EUDICOTS,,
NATIVE,Loasaceae,Mentzelia,eremophila,(Jeps.) H.J. Thomps. & J.E. Roberts,,,,Mentzelia eremophila,Mentzelia eremophila (Jeps.) H.J. Thomps. & J.E. Roberts,,SOLITARY BLAZING STAR,TJM1,EUDICOTS,1,
NATIVE,Loasaceae,Mentzelia,gracilenta,Torr. & A. Gray,,,,Mentzelia gracilenta,Mentzelia gracilenta Torr. & A. Gray,,NULL,TJM1,EUDICOTS,1,
NATIVE,Loasaceae,Mentzelia,hirsutissima,S. Watson,,,,Mentzelia hirsutissima,Mentzelia hirsutissima S. Watson,Mentzelia hirsutissima var. stenophylla (Urb. & Gilg) I.M. Johnst.,HAIRY STICKLEAF,TJM1,EUDICOTS,,
NATIVE,Loasaceae,Mentzelia,involucrata,S. Watson,,,,Mentzelia involucrata,Mentzelia involucrata S. Watson,Mentzelia involucrata var. involucrata; Mentzelia involucrata var. megalantha I.M. Johnst.,NULL,TJM1,EUDICOTS,,
NATIVE,Loasaceae,Mentzelia,inyoensis,H.J. Thomps. & Prigge,,,,Mentzelia inyoensis,Mentzelia inyoensis H.J. Thomps. & Prigge,,INYO BLAZING STAR,TJM1,EUDICOTS,,
NATIVE,Loasaceae,Mentzelia,jonesii,(Urb. & Gilg) H.J. Thomps. & J.E. Roberts,,,,Mentzelia jonesii,Mentzelia jonesii (Urb. & Gilg) H.J. Thomps. & J.E. Roberts,,NULL,TJM1,EUDICOTS,,
NATIVE,Loasaceae,Mentzelia,laevicaulis,(Douglas ex Hook.) Torr. & A. Gray,var.,,,Mentzelia laevicaulis var. laevicaulis,Mentzelia laevicaulis (Douglas ex Hook.) Torr. & A. Gray var. laevicaulis,,NULL,TJM2,EUDICOTS,,
NATIVE,Loasaceae,Mentzelia,lindleyi,Torr. & A. Gray,,,,Mentzelia lindleyi,Mentzelia lindleyi Torr. & A. Gray,,NULL,TJM1,EUDICOTS,1,
NATIVE,Loasaceae,Mentzelia,longiloba,J. Darl.,var.,,,Mentzelia longiloba var. longiloba,Mentzelia longiloba J. Darl. var. longiloba,Mentzelia multiflora (Nutt.) A. Gray subsp. longiloba (J. Darl.) Felger; Mentzelia multiflora var. longiloba (J. Darl.) Kartesz,DUNE BLAZING STAR,TJM2,EUDICOTS,,
NATIVE,Loasaceae,Mentzelia,micrantha,(Hook. & Arn.) Torr. & A. Gray,,,,Mentzelia micrantha,Mentzelia micrantha (Hook. & Arn.) Torr. & A. Gray,,NULL,TJM1,EUDICOTS,,
NATIVE,Loasaceae,Mentzelia,monoensis,J.M. Brokaw & L. Hufford,,,,Mentzelia monoensis,Mentzelia monoensis J.M. Brokaw & L. Hufford,,MONO CRATERS BLAZING STAR,TJM2,EUDICOTS,1,
NATIVE,Loasaceae,Mentzelia,montana,(Davidson) Davidson & Moxley,,,,Mentzelia montana,Mentzelia montana (Davidson) Davidson & Moxley,,NULL,TJM1,EUDICOTS,,
NATIVE,Loasaceae,Mentzelia,nitens,Greene,,,,Mentzelia nitens,Mentzelia nitens Greene,,NULL,TJM1,EUDICOTS,,
NATIVE,Loasaceae,Mentzelia,obscura,H.J. Thomps. & J.E. Roberts,,,,Mentzelia obscura,Mentzelia obscura H.J. Thomps. & J.E. Roberts,,NULL,TJM1,EUDICOTS,,
NATIVE,Loasaceae,Mentzelia,oreophila,J. Darl.,,,,Mentzelia oreophila,Mentzelia oreophila J. Darl.,"Mentzelia leucophylla Brandegee, misappl.",ARGUS BLAZING STAR,TJM1,EUDICOTS,,
NATIVE,Loasaceae,Mentzelia,pectinata,,var.,D.J. Keil & Brokaw,D.J. Keil & Brokaw,Mentzelia pectinata var. chrysopetala,Mentzelia pectinata Kellogg var. chrysopetala D.J. Keil & Brokaw,"Mentzelia gracilenta Torr. & A. Gray, misappl.",OBISPO BLAZING STAR,TJM2,EUDICOTS,1,
NATIVE,Loasaceae,Mentzelia,pectinata,Kellogg,var.,,,Mentzelia pectinata var. pectinata,Mentzelia pectinata Kellogg var. pectinata,,SAN JOAQUIN BLAZING STAR,TJM2,EUDICOTS,1,
NATIVE,Loasaceae,Mentzelia,polita,A. Nelson,,,,Mentzelia polita,Mentzelia polita A. Nelson,,POLISHED BLAZING STAR,TJM1,EUDICOTS,,
NATIVE,Loasaceae,Mentzelia,pterosperma,Eastw.,,,,Mentzelia pterosperma,Mentzelia pterosperma Eastw.,,WING-SEED BLAZING STAR,TJM1,EUDICOTS,,
NATIVE,Loasaceae,Mentzelia,puberula,J. Darl.,,,,Mentzelia puberula,Mentzelia puberula J. Darl.,,DARLINGTONS BLAZING STAR,TJM2,EUDICOTS,,
NATIVE,Loasaceae,Mentzelia,ravenii,H.J. Thomps. & J.E. Roberts,,,,Mentzelia ravenii,Mentzelia ravenii H.J. Thomps. & J.E. Roberts,,NULL,TJM2,EUDICOTS,1,
NATIVE,Loasaceae,Mentzelia,reflexa,Coville,,,,Mentzelia reflexa,Mentzelia reflexa Coville,,NULL,TJM1,EUDICOTS,1,
NATIVE,Loasaceae,Mentzelia,torreyi,A. Gray,,,,Mentzelia torreyi,Mentzelia torreyi A. Gray,,TORREYS BLAZING STAR,TJM1,EUDICOTS,,
NATIVE,Loasaceae,Mentzelia,tricuspis,A. Gray,,,,Mentzelia tricuspis,Mentzelia tricuspis A. Gray,Mentzelia peirsonii Jeps.,SPINY-HAIR BLAZING STAR,TJM1,EUDICOTS,,
NATIVE,Loasaceae,Mentzelia,tridentata,(Davidson) H.J. Thomps. & J.E. Roberts,,,,Mentzelia tridentata,Mentzelia tridentata (Davidson) H.J. Thomps. & J.E. Roberts,Mentzelia tricuspis A. Gray var. brevicornuta I.M. Johnst.,CREAMY BLAZING STAR,TJM1,EUDICOTS,1,
NATIVE,Loasaceae,Mentzelia,veatchiana,Kellogg,,,,Mentzelia veatchiana,Mentzelia veatchiana Kellogg,,NULL,TJM1,EUDICOTS,,
NATIVE,Loasaceae,Petalonyx,linearis,Greene,,,,Petalonyx linearis,Petalonyx linearis Greene,,NULL,TJM1,EUDICOTS,,
NATIVE,Loasaceae,Petalonyx,nitidus,S. Watson,,,,Petalonyx nitidus,Petalonyx nitidus S. Watson,,NULL,TJM1,EUDICOTS,,
NATIVE,Loasaceae,Petalonyx,thurberi,,subsp.,(Munz) W.S. Davis & H.J. Thomps.,(Munz) W.S. Davis & H.J. Thomps.,Petalonyx thurberi subsp. gilmanii,Petalonyx thurberi A. Gray subsp. gilmanii (Munz) W.S. Davis & H.J. Thomps.,Petalonyx gilmanii Munz,DEATH VALLEY SANDPAPER-PLANT,TJM1,EUDICOTS,1,
NATIVE,Loasaceae,Petalonyx,thurberi,A. Gray,subsp.,,,Petalonyx thurberi subsp. thurberi,Petalonyx thurberi A. Gray subsp. thurberi,,NULL,TJM1,EUDICOTS,1,
NATIVE,Lythraceae,Ammannia,coccinea,Rottb.,,,,Ammannia coccinea,Ammannia coccinea Rottb.,Ammannia coccinea subsp. purpurea (Lam.) Koehne,NULL,TJM1,EUDICOTS,,
NATIVE,Lythraceae,Ammannia,robusta,Heer & Regel,,,,Ammannia robusta,Ammannia robusta Heer & Regel,Ammannia coccinea Rottb. subsp. robusta (Heer & Regel) Koehne,NULL,TJM1,EUDICOTS,,
NATIVE,Lythraceae,Lythrum,californicum,Torr. & A. Gray,,,,Lythrum californicum,Lythrum californicum Torr. & A. Gray,Lythrum alatum Pursh var. linearifolium A. Gray; Lythrum sanfordii Greene,CALIFORNIA LOOSESTRIFE,TJM1,EUDICOTS,,
NATURALIZED,Lythraceae,Lythrum,hyssopifolia,L.,,,,Lythrum hyssopifolia,Lythrum hyssopifolia L.,,NULL,TJM1,EUDICOTS,,
NATURALIZED,Lythraceae,Lythrum,junceum,Banks ex Sol.,,,,Lythrum junceum,Lythrum junceum Banks ex Sol.,,NULL,TJM2,EUDICOTS,,
NATURALIZED,Lythraceae,Lythrum,portula,(L.) D.A. Webb,,,,Lythrum portula,Lythrum portula (L.) D.A. Webb,Peplis portula L.,NULL,TJM1,EUDICOTS,,
NATURALIZED,Lythraceae,Lythrum,salicaria,L.,,,,Lythrum salicaria,Lythrum salicaria L.,,PURPLE LOOSESTRIFE,TJM1,EUDICOTS,,
NATURALIZED,Lythraceae,Lythrum,tribracteatum,Spreng.,,,,Lythrum tribracteatum,Lythrum tribracteatum Spreng.,,NULL,TJM1,EUDICOTS,,
NATURALIZED,Lythraceae,Punica,granatum,L.,,,,Punica granatum,Punica granatum L.,,NULL,TJM1,EUDICOTS,,
NATURALIZED,Lythraceae,Rotala,indica,(Willd.) Koehne,,,,Rotala indica,Rotala indica (Willd.) Koehne,,NULL,TJM1,EUDICOTS,,
NATIVE,Lythraceae,Rotala,ramosior,(L.) Koehne,,,,Rotala ramosior,Rotala ramosior (L.) Koehne,Rotala catholica (Cham. & Schltdl.) Leeuwen; Rotala dentifera (A. Gray) Koehne,NULL,TJM1,EUDICOTS,,
NATIVE,Malvaceae,Abutilon,abutiloides,(Jacq.) Garcke ex Hochr.,,,,Abutilon abutiloides,Abutilon abutiloides (Jacq.) Garcke ex Hochr.,,SHRUBBY ABUTILON,TJM2,EUDICOTS,,
NATURALIZED,Malvaceae,Abutilon,grandifolium,(Willd.) Sweet,,,,Abutilon grandifolium,Abutilon grandifolium (Willd.) Sweet,,HAIRY ABUTILON,TJM2,EUDICOTS,,
NATIVE,Malvaceae,Abutilon,incanum,(Link) Sweet,,,,Abutilon incanum,Abutilon incanum (Link) Sweet,,PELOTAZO,TJM2,EUDICOTS,,
NATIVE,Malvaceae,Abutilon,palmeri,A. Gray,,,,Abutilon palmeri,Abutilon palmeri A. Gray,,NULL,TJM1,EUDICOTS,,
NATIVE,Malvaceae,Abutilon,parvulum,A. Gray,,,,Abutilon parvulum,Abutilon parvulum A. Gray,,DWARF ABUTILON,TJM1,EUDICOTS,,
NATURALIZED,Malvaceae,Abutilon,theophrasti,Medik.,,,,Abutilon theophrasti,Abutilon theophrasti Medik.,,VELVET-LEAF,TJM1,EUDICOTS,,
NATURALIZED,Malvaceae,Alcea,rosea,L.,,,,Alcea rosea,Alcea rosea L.,Althaea rosea (L.) Cav.,HOLLYHOCK,TJM1,EUDICOTS,,
WAIF,Malvaceae,Alyogyne,huegelii,(Endl.) Fryxell,,,,Alyogyne huegelii,Alyogyne huegelii (Endl.) Fryxell,,BLUE HIBISCUS,TJM2,EUDICOTS,,
GARDEN AND URBAN WEED,Malvaceae,Anisodontea,capensis,(L.) D.M. Bates,,,,Anisodontea capensis,Anisodontea capensis (L.) D.M. Bates,Malvastrum capense (L.) A. Gray & Harvey,CAPE MALLOW,TJM2,EUDICOTS,,
NATURALIZED,Malvaceae,Anoda,cristata,(L.) Schltdl.,,,,Anoda cristata,Anoda cristata (L.) Schltdl.,Anoda cristata var. digitata (A. Gray) Hochr.,VIOLETTAS,TJM1,EUDICOTS,,
AGRICULTURAL WEED,Malvaceae,Anoda,pentaschista,A. Gray,,,,Anoda pentaschista,Anoda pentaschista A. Gray,Anoda pentaschista var. obtusior B.L. Rob.,FIELD ANODA,TJM2,EUDICOTS,,
NATIVE,Malvaceae,Ayenia,compacta,Rose,,,,Ayenia compacta,Ayenia compacta Rose,Ayenia californica Jeps.,CALIFORNIA AYENIA,TJM1,EUDICOTS,,
NATIVE,Malvaceae,Eremalche,exilis,(A. Gray) Greene,,,,Eremalche exilis,Eremalche exilis (A. Gray) Greene,Malvastrum exilis A. Gray,WHITE MALLOW,TJM1,EUDICOTS,,
NATIVE,Malvaceae,Eremalche,parryi,,subsp.,(C.B. Wolf) D.M. Bates,(C.B. Wolf) D.M. Bates,Eremalche parryi subsp. kernensis,Eremalche parryi (Greene) Greene subsp. kernensis (C.B. Wolf) D.M. Bates,Eremalche kernensis C.B. Wolf; Malvastrum kernense (C.B. Wolf) Munz,KERN MALLOW,TJM1,EUDICOTS,1,
NATIVE,Malvaceae,Eremalche,parryi,(Greene) Greene,subsp.,,,Eremalche parryi subsp. parryi,Eremalche parryi (Greene) Greene subsp. parryi,,PARRYS MALLOW,TJM1,EUDICOTS,1,
NATIVE,Malvaceae,Eremalche,rotundifolia,(A. Gray) Greene,,,,Eremalche rotundifolia,Eremalche rotundifolia (A. Gray) Greene,Malvastrum rotundifolium A. Gray,DESERT FIVESPOT,TJM1,EUDICOTS,,
NATIVE,Malvaceae,Fremontodendron,californicum,(Torr.) Coville,,,,Fremontodendron californicum,Fremontodendron californicum (Torr.) Coville,Fremontodendron californicum subsp. californicum; Fremontodendron californicum subsp. crassifolium (Eastw.) J.H. Thomas; Fremontodendron californicum subsp. napense (Eastw.) Munz; Fremontodendron californicum subsp. obispoense (Eastw.) Munz,NULL,TJM1,EUDICOTS,,
NATIVE,Malvaceae,Fremontodendron,decumbens,R.M. Lloyd,,,,Fremontodendron decumbens,Fremontodendron decumbens R.M. Lloyd,Fremontodendron californicum subsp. decumbens (R.M. Lloyd) Munz,PINE HILL FLANNELBUSH,TJM2,EUDICOTS,1,
NATIVE,Malvaceae,Fremontodendron,mexicanum,Davidson,,,,Fremontodendron mexicanum,Fremontodendron mexicanum Davidson,,MEXICAN FLANNELBUSH,TJM1,EUDICOTS,,
WAIF,Malvaceae,Gossypium,hirsutum,L.,,,,Gossypium hirsutum,Gossypium hirsutum L.,,COTTON,TJM2,EUDICOTS,,
NATIVE,Malvaceae,Herissantia,crispa,(L.) Brizicky,,,,Herissantia crispa,Herissantia crispa (L.) Brizicky,Abutilon crispum (L.) Sweet,CURLY HERISSANTIA,TJM1,EUDICOTS,,
NATIVE,Malvaceae,Hibiscus,denudatus,Benth.,,,,Hibiscus denudatus,Hibiscus denudatus Benth.,Hibiscus denundatus var. involucellatus A. Gray,PALE FACE,TJM1,EUDICOTS,,
NATIVE,Malvaceae,Hibiscus,lasiocarpos,,var.,(Torr.) A. Gray,(Torr.) A. Gray,Hibiscus lasiocarpos var. occidentalis,Hibiscus lasiocarpos Cav. var. occidentalis (Torr.) A. Gray,"Hibiscus californicus Kellogg; Hibiscus lasiocarpos var. californicus (Kellogg) L.H. Bailey; Hibiscus moscheutos L. var. occidentalis Torr.; Hibiscus lasiocarpus Cav., orth. var.",WOOLLY ROSE-MALLOW,TJM2,EUDICOTS,1,
NATURALIZED,Malvaceae,Hibiscus,trionum,L.,,,,Hibiscus trionum,Hibiscus trionum L.,,FLOWER-OF-AN-HOUR,TJM1,EUDICOTS,,
NATIVE,Malvaceae,Horsfordia,alata,(S. Watson) A. Gray,,,,Horsfordia alata,Horsfordia alata (S. Watson) A. Gray,,PINK VELVET-MALLOW,TJM1,EUDICOTS,,
NATIVE,Malvaceae,Horsfordia,newberryi,(S. Watson) A. Gray,,,,Horsfordia newberryi,Horsfordia newberryi (S. Watson) A. Gray,,NEWBERRYS VELVET-MALLOW,TJM1,EUDICOTS,,
NATIVE,Malvaceae,Iliamna,bakeri,(Jeps.) Wiggins,,,,Iliamna bakeri,Iliamna bakeri (Jeps.) Wiggins,,BAKERS GLOBE MALLOW,TJM1,EUDICOTS,,
NATIVE,Malvaceae,Iliamna,latibracteata,Wiggins,,,,Iliamna latibracteata,Iliamna latibracteata Wiggins,,CALIFORNIA GLOBE MALLOW,TJM1,EUDICOTS,,
NATURALIZED,Malvaceae,Lagunaria,patersonia,(Andrews) G. Don,,,,Lagunaria patersonia,Lagunaria patersonia (Andrews) G. Don,,"NORFOLK ISLAND HIBISCUS, COW ITCH TREE",TJM2,EUDICOTS,,
NATURALIZED,Malvaceae,Lavatera,olbia,L.,,,,Lavatera olbia,Lavatera olbia L.,,TREE LAVATERA,TJM2,EUDICOTS,,
WAIF,Malvaceae,Lavatera,trimestris,L.,,,,Lavatera trimestris,Lavatera trimestris L.,,"ANNUAL LAVATERA, ROSE MALLOW",TJM2,EUDICOTS,,
NATIVE,Malvaceae,Malacothamnus,abbottii,(Eastw.) Kearney,,,,Malacothamnus abbottii,Malacothamnus abbottii (Eastw.) Kearney,Malvastrum abbottii Eastw.,ABBOTTS BUSHMALLOW,TJM1,EUDICOTS,1,
NATIVE,Malvaceae,Malacothamnus,aboriginum,(B.L. Rob.) Greene,,,,Malacothamnus aboriginum,Malacothamnus aboriginum (B.L. Rob.) Greene,Malvastrum aboriginum B.L. Rob.; Sphaeralcea aboriginum (B.L. Rob.) Jeps.,INDIAN VALLEY BUSHMALLOW,TJM1,EUDICOTS,1,
NATIVE,Malvaceae,Malacothamnus,arcuatus,(Greene) Greene,var.,,,Malacothamnus arcuatus var. arcuatus,Malacothamnus arcuatus (Greene) Greene var. arcuatus,Malveopsis arcuata Greene; Malvastrum arcuatum (Greene) B.L. Rob.; Sphaeralcea arcuata (Greene) Arthur,"WESTERN BEWILDERING BUSHMALLOW, ARCUATE BUSHMALLOW",TJM2,EUDICOTS,1,
NATIVE,Malvaceae,Malacothamnus,arcuatus,,var.,(Jeps.) K. Morse,(Jeps.) K. Morse,Malacothamnus arcuatus var. elmeri,Malacothamnus arcuatus (Greene) Greene var. elmeri (Jeps.) K. Morse,Sphaeralcea fasciculata var. elmeri Jeps.; Malacothamnus hallii (Eastw.) Kearney; Malvastrum hallii Eastw.,"EASTERN BEWILDERING BUSHMALLOW, HALLS BUSHMALLOW",TJM2,EUDICOTS,1,
NATIVE,Malvaceae,Malacothamnus,astrotentaculatus,K. Morse,,,,Malacothamnus astrotentaculatus,Malacothamnus astrotentaculatus K. Morse,,STARRY-TENTACLED BUSHMALLOW,TJM2,EUDICOTS,1,
NATIVE,Malvaceae,Malacothamnus,clementinus,(Munz & I.M. Johnst.) Kearney,,,,Malacothamnus clementinus,Malacothamnus clementinus (Munz & I.M. Johnst.) Kearney,Malvastrum clementinum Munz & I.M. Johnst.; Sphaeralcea orbiculata var. clementina (Munz & I.M. Johnst.) Jeps.; Sphaeralcea orbiculata subsp. clementina (Munz & I.M. Johnst.) A.E. Murray; Malacothamnus orbiculatus subsp. clementinus (Munz & I.M. Johnst.) A.E. Murray,SAN CLEMENTE ISLAND BUSHMALLOW,TJM1,EUDICOTS,1,
NATIVE,Malvaceae,Malacothamnus,davidsonii,(B.L. Rob.) Greene,,,,Malacothamnus davidsonii,Malacothamnus davidsonii (B.L. Rob.) Greene,Malvastrum davidsonii B.L. Rob.; Sphaeralcea davidsonii (B.L. Rob.) Jeps.,"TUJUNGA BUSHMALLOW, DAVIDSONS BUSHMALLOW",TJM1,EUDICOTS,1,
NATIVE,Malvaceae,Malacothamnus,densiflorus,(S. Watson) Greene,var.,,,Malacothamnus densiflorus var. densiflorus,Malacothamnus densiflorus (S. Watson) Greene var. densiflorus,Malvastrum densiflorum S. Watson; Sphaeralcea densiflora (S. Watson) Jeps.,FEW-RAYED BUSHMALLOW,TJM2,EUDICOTS,,
NATIVE,Malvaceae,Malacothamnus,densiflorus,,var.,(Abrams) Kearney,(Abrams) Kearney,Malacothamnus densiflorus var. viscidus,Malacothamnus densiflorus (S. Watson) Greene var. viscidus (Abrams) Kearney,Malvastrum viscidum Abrams,EMERALD UNICORN BUSHMALLOW,TJM2,EUDICOTS,,
NATIVE,Malvaceae,Malacothamnus,discombobulatus,K. Morse,,,,Malacothamnus discombobulatus,Malacothamnus discombobulatus K. Morse,,DISCOMBOBULATING BUSHMALLOW,TJM2,EUDICOTS,1,
NATIVE,Malvaceae,Malacothamnus,eastwoodiae,K. Morse,,,,Malacothamnus eastwoodiae,Malacothamnus eastwoodiae K. Morse,,ALICES LOVELY BUSHMALLOW,TJM2,EUDICOTS,1,
NATIVE,Malvaceae,Malacothamnus,enigmaticus,K. Morse & T. Chester,,,,Malacothamnus enigmaticus,Malacothamnus enigmaticus K. Morse & T. Chester,,ENIGMATIC BUSHMALLOW,TJM2,EUDICOTS,,
NATIVE,Malvaceae,Malacothamnus,fasciculatus,,var.,(Eastw.) Kearney,(Eastw.) Kearney,Malacothamnus fasciculatus var. catalinensis,Malacothamnus fasciculatus (Nutt. ex Torr. & A. Gray) Greene var. catalinensis (Eastw.) Kearney,Malvastrum catalinense Eastw.; Malvastrum fasciculatum var. catalinense (Eastw.) McMinn; Malacothamnus fasciculatus subsp. catalinensis (Eastw.) Thorne,SANTA CATALINA ISLAND BUSHMALLOW,TJM2,EUDICOTS,1,
NATIVE,Malvaceae,Malacothamnus,fasciculatus,(Nutt. ex Torr. & A. Gray) Greene,var.,,,Malacothamnus fasciculatus var. fasciculatus,Malacothamnus fasciculatus (Nutt. ex Torr. & A. Gray) Greene var. fasciculatus,Malva fasciculata Nutt. ex Torr. & A. Gray; Malvastrum fasciculatum (Nutt. ex Torr. & A. Gray) Greene; Malveopsis fasciculata (Nutt. ex Torr. & A. Gray) Kuntze; Sphaeralcea fasciculata (Nutt. ex Torr. & A. Gray) Arthur; Malvastrum thurberi A. Gray,SOUTHERN COASTAL BUSHMALLOW,TJM2,EUDICOTS,,
NATIVE,Malvaceae,Malacothamnus,fasciculatus,,var.,(A. Gray) Kearney,(A. Gray) Kearney,Malacothamnus fasciculatus var. laxiflorus,Malacothamnus fasciculatus (Nutt. ex Torr. & A. Gray) Greene var. laxiflorus (A. Gray) Kearney,Malvastrum splendidum Kellogg; Malveopsis splendida (Kellogg) Kuntze; Malvastrum thurberi var. laxiflorum A. Gray; Malvastrum fasciculatum var. laxiflorum (A. Gray) Munz & I.M. Johnst.; Sphaeralcea fasciculata var. laxiflora (A. Gray) Jeps.; Malacothamnus fasciculatus subsp. laxiflorus (A. Gray) Thorne; Malvastrum parishii Eastw.; Malacothamnus parishii (Eastw.) Kearney,SPLENDID BUSHMALLOW,TJM2,EUDICOTS,1,
NATIVE,Malvaceae,Malacothamnus,fasciculatus,,var.,(B.L. Rob.) Kearney,(B.L. Rob.) Kearney,Malacothamnus fasciculatus var. nesioticus,Malacothamnus fasciculatus (Nutt. ex Torr. & A. Gray) Greene var. nesioticus (B.L. Rob.) Kearney,Malvastrum nesioticum B.L. Rob.; Malacothamnus nesioticus (B.L. Rob.) Abrams; Sphaeralcea nesiotica (B.L. Rob.) Jeps.; Sphaeralcea fasciculata var. nesiotica (B.L. Rob.) Jeps.; Malvastrum fasciculatum var. nesioticum (B.L. Rob.) McMinn,SANTA CRUZ ISLAND BUSHMALLOW,TJM2,EUDICOTS,1,
NATURALIZED,Malvaceae,Malacothamnus,foliosus,(S. Watson) Kearney,,,,Malacothamnus foliosus,Malacothamnus foliosus (S. Watson) Kearney,Malvastrum foliosum S. Watson; Malvastrum marrubioides var. paniculatum A. Gray; Malvastrum paniculatum (A. Gray) Wiggins; Malacothamnus paniculatus (A. Gray) Kearney,ENSENADA BUSHMALLOW,TJM2,EUDICOTS,,
